timestamp,temperature,feels_like,humidity,description,wind_speed
2025-03-20 15:35:40,34.88,35.39,34,Few Clouds,2.57
2025-03-20 15:40:40,34.88,35.39,34,Few Clouds,5.14
2025-03-20 15:45:40,34.88,35.39,34,Few Clouds,5.14
2025-03-20 15:50:40,34.88,35.39,34,Few Clouds,5.14
2025-03-20 15:55:41,34.88,35.39,34,Few Clouds,5.14
2025-03-20 16:00:41,34.88,35.39,34,Few Clouds,5.14
2025-03-20 16:05:41,34.88,35.39,34,Few Clouds,5.14
2025-03-20 16:10:41,34.88,35.39,34,Few Clouds,5.14
